form	lemma	POS	morph
སྐབས་	སྐབས་	NOUN
མཚན་མེད་	མཚན་མེད་	ADJ
བཅས་པ་	བཅས་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
སྨོན་པ་	སྨོན་པ་	VERB
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྤངས་པ་	སྤངས་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
སྐྱེ་	སྐྱེ་	NOUN
མེད་	མེད་	VERB
འགག་པ་	འགག་པ་	VERB
མེད་	མེད་	VERB
སོགས་	སོགས་	DET
དང་	དང་	NO_POS
།།		PUNCT
ཆོས་ཉིད་	ཆོས་ཉིད་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
འཁྲུག་	འཁྲུག་	VERB
མེད་	མེད་	VERB
དང་	དང་	NO_POS
།།		PUNCT
		
འདུ་	འདུ་	VERB
མི་	མི་	PART
བྱེད་	བྱེད་	VERB
དང་	དང་	NO_POS
རྣམ་	རྣམ་	NOUN
མི་	མི་	PART
རྟོག་	རྟོག་	VERB
།		PUNCT
རབ་	རབ་	ADV
དབྱེ་	དབྱེ་	VERB
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
མེད་	མེད་	VERB
ཉིད་	ཉིད་	DET
ལ་	ལ་	PART
།།		PUNCT
ལམ་ཤེས་	ལམ་ཤེས་	NO_POS
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
སྐབས་	སྐབས་	NOUN
ཀྱིས་	གིས་	PART
ནི་	ནི་	NO_POS
།།		PUNCT
ཤེས་པ་	ཤེས་པ་	VERB
འི་	གི་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ར་	ལ་	PART
བཞེད་	བཞེད་	VERB
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
ཤེ་	ཤེ་	VERB
རྣམ་	རྣམ་	NOUN
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
གིས་	གིས་	PART
རྣམ་མཁྱེན་	རྣམ་མཁྱེན་	NOUN
གྱི་	གི་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
ཆོ་	ཆོ་	NOUN
བསྟེན་	བསྟེན་	VERB
ན་	ནས་	PART
།།		PUNCT
གནས་	གནས་	NOUN
དང་	དང་	NO_POS
གུས་པ་	གུས་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
བླ་མ་	བླ་མ་	NOUN
ཉིད་	ཉིད་	DET
དང་	དང་	NO_POS
མཉེས་པ་	མཉེས་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
དེ་	སྟེ་	PART
ལ་	ལ་	PART
མཆོད་	མཆོད་	VERB
དང་	དང་	NO_POS
བྱེད་	བྱེད་	VERB
མེད་	མེད་	VERB
དང་	དང་	NO_POS
།།		PUNCT
		
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
འཇུག་	འཇུག་	VERB
མཁྱེན་	མཁྱེན་	VERB
གང་ཡིན་	གང་ཡིན་	NO_POS
དང་	དང་	NO_POS
།།		PUNCT
མ་	མ་	PART
མཐོང་	མཐོང་	VERB
སྟོན་པ་	སྟོན་པ་	NOUN
ར་	ལ་	PART
མཛད་པ་	མཛད་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
སྟོང་ཉིད་	སྟོང་ཉིད་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
དང་	དང་	NO_POS
།།		PUNCT
བརྗོད་	བརྗོད་	VERB
དང་	དང་	NO_POS
ཤེ་	ཤེ་	VERB
མཛད་	མཛད་	VERB
མངོན་སུམ་	མངོན་སུམ་	NOUN
མཛད་	མཛད་	VERB
།།		PUNCT
		
བསམ་	བསམ་	NOUN
མི་	མི་	PART
ཁྱབ་	ཁྱབ་	VERB
དང་	དང་	NO_POS
ཞི་	ཞི་	VERB
ཉིད་	ཉིད་	DET
སྟོན་	སྟོན་	VERB
།།		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
འདུ་ཤེས་	འདུ་ཤེས་	NOUN
འགོག་པ་	འགོག་པ་	VERB
ལ་	ལ་	PART
།།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ཀུན་མཁྱེན་	ཀུན་མཁྱེན་	OTHER
ཚུལ་	ཚུལ་	NOUN
ལ་	ལ་	PART
ནི་	ནི་	NO_POS
།།		PUNCT
ཤེས་པ་	ཤེས་པ་	VERB
འི་	གི་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
ཅེས་	ཅེས་	PART
བཤད་	བཤད་	VERB
དོ་	གོ་	PART
།།		PUNCT
		
ཞེ་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
བཞི་པ་	བཞི་པ་	ADJ
ཁྱད་པར་	ཁྱད་པར་	NOUN
གྱི་	གི་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
བསྟན་པ་	བསྟན་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
མདོ་	མདོ་	NOUN
ར་	ལ་	PART
བསྟན་	བསྟན་	VERB
དང་	དང་	NO_POS
།		PUNCT
རྒྱས་བཤད་	རྒྱས་བཤད་	NOUN
གཉིས་	གཉིས་	NUM
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
མདོ་	མདོ་	NOUN
ར་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
བསམ་	བསམ་	NOUN
མི་	མི་	PART
ཁྱབ་	ཁྱབ་	VERB
སོགས་	སོགས་	DET
ཁྱད་པར་	ཁྱད་པར་	NOUN
གྱིས་	གིས་	PART
།།		PUNCT
ཁྱད་	ཁྱད་	NOUN
ཞུགས་	ཞུགས་	VERB
བདེན་པ་	བདེན་པ་	VERB
འི་	གི་	PART
སྤྱོད་ཡུལ་	སྤྱོད་ཡུལ་	NOUN
ཅན་	ཅན་	PART
།།		PUNCT
སྐད་ཅིག་མ་	སྐད་ཅིག་མ་	ADJ
ནི་	ནི་	NO_POS
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
གིས་	གིས་	PART
།།		PUNCT
ཁྱད་པར་	ཁྱད་པར་	NOUN
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
བཤད་པ་	བཤད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།།		PUNCT
		
ཞེ་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
བསམ་	བསམ་	NOUN
མི་	མི་	PART
ཁྱབ་	ཁྱབ་	VERB
དང་	དང་	NO_POS
མི་	མི་	PART
མཉམ་	མཉམ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
གཞལ་	གཞལ་	VERB
དང་	དང་	NO_POS
བགྲང་	བགྲང་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
ཡང་དག་	ཡང་དག་	ADJ
འདའ་	འདའ་	VERB
།།		PUNCT
འཕགས་པ་	འཕགས་པ་	VERB
ཀུན་	ཀུན་	DET
བསྡུ་	བསྡུ་	VERB
མཁས་པ་	མཁས་པ་	VERB
ཡི་	གིས་	PART
།།		PUNCT
རིག་	རིག་	VERB
བྱ་	བྱ་	VERB
ཐུན་མོང་	ཐུན་མོང་	ADJ
མིན་	མིན་	AUX
ཤེ་	ཤེ་	VERB
ཉིད་	ཉིད་	DET
།།		PUNCT
		
ཤེ་	ཤེ་	VERB
མྱུར་	མྱུར་	VERB
བྲི་	བྲི་	NO_POS
དང་	དང་	NO_POS
གང་	གང་	NO_POS
མེད་	མེད་	VERB
དང་	དང་	NO_POS
།།		PUNCT
སྒྲུབ་	སྒྲུབ་	VERB
དང་	དང་	NO_POS
ཡང་དག་	ཡང་དག་	ADJ
འགྲུབ་པ་	འགྲུབ་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
དམིགས་པ་	དམིགས་པ་	VERB
བརྟེན་	བརྟེན་	VERB
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
མཐའ་དག་པ་	མཐའ་དག་པ་	DET
དང་	དང་	NO_POS
ཡོངས་འཛིན་	ཡོངས་འཛིན་	OTHER
དང་	དང་	NO_POS
།།		PUNCT
		
རོ་མྱང་	རོ་མྱང་	NO_POS
མེད་	མེད་	VERB
དང་	དང་	NO_POS
ཁྱད་པར་	ཁྱད་པར་	NOUN
ནི་	ནི་	NO_POS
།།		PUNCT
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཅེས་	ཅེས་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།།		PUNCT
གང་	གང་	NO_POS
གིས་	གིས་	PART
ལམ་	གམ་	PART
ནི་	ནི་	NO_POS
གཞན་དག་	གཞན་དག་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
།།		PUNCT
ཁྱད་	ཁྱད་	NOUN
དུ་	ལ་	PART
འཕགས་པ་	འཕགས་པ་	VERB
ས་	གིས་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
ལམ་	གམ་	PART
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
ལྔ་པ་	ལྔ་པ་	NUM
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
ཕན་	ཕན་	NOUN
དང་	དང་	NO_POS
བདེ་	བདེ་	VERB
དང་	དང་	NO_POS
སྐྱོབ་པ་	སྐྱོབ་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
མི་	མི་	PART
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
ནི་	ནི་	NO_POS
སྐྱབས་	སྐྱབས་	NOUN
དག་	དག་	DET
དང་	དང་	NO_POS
།།		PUNCT
གནས་	གནས་	NOUN
དང་	དང་	NO_POS
དཔུང་གཉེན་	དཔུང་གཉེན་	NOUN
གླིང་	གླིང་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
།།		PUNCT
ཡོངས་འདྲེན་པ་	ཡོངས་འདྲེན་པ་	NO_POS
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
		
ལྷུན་	ལྷུན་	NOUN
གྱིས་	གིས་	PART
གྲུབ་	གྲུབ་	VERB
དང་	དང་	NO_POS
ཐེག་	ཐེག་	VERB
གསུམ་	གསུམ་	NUM
གྱིས་	གིས་	PART
།།		PUNCT
འབྲས་བུ་	འབྲས་བུ་	NOUN
མངོན་སུམ་	མངོན་སུམ་	NOUN
མི་	མི་	PART
བྱེད་	བྱེད་	VERB
དག་	དག་	DET
།		PUNCT
ཐ་མ་	ཐ་མ་	ADJ
རྟེན་	རྟེན་	NOUN
གྱི་	གི་	PART
མཛད་པ་	མཛད་པ་	VERB
སྟེ་	སྟེ་	PART
།།		PUNCT
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
ཡིན་	ཡིན་	NO_POS
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
དྲུག་པ་	དྲུག་པ་	NUM
དེ་	དེ་	DET
འི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
ཉོན་མོངས་	ཉོན་མོངས་	NOUN
རྟགས་	རྟགས་	NOUN
དང་	དང་	NO_POS
མཚན་མ་	མཚན་མ་	NOUN
དང་	དང་	NO_POS
།།		PUNCT
མི་	མི་	PART
མཐུན་	མཐུན་	VERB
ཕྱོགས་	ཕྱོགས་	NOUN
དང་	དང་	NO_POS
གཉེན་པོ་	གཉེན་པོ་	NOUN
དག་	དག་	DET
།		PUNCT
དབེན་	དབེན་	VERB
དང་	དང་	NO_POS
དཀའ་	དཀའ་	VERB
དང་	དང་	NO_POS
ངེས་པ་	ངེས་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
ཆེད་	ཆེད་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
དང་	དང་	NO_POS
མི་	མི་	PART
དམིགས་	དམིགས་	VERB
དང་	དང་	NO_POS
།།		PUNCT
		
མངོན་པ་	མངོན་པ་	OTHER
ཞེན་པ་	ཞེན་པ་	VERB
བཀག་པ་	བཀག་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
དམིགས་པ་	དམིགས་པ་	VERB
ཞེ་	ཅེས་	PART
བྱ་	བྱ་	VERB
གང་ཡིན་	གང་ཡིན་	NO_POS
དང་	དང་	NO_POS
།།		PUNCT
མི་	མི་	PART
མཐུན་	མཐུན་	VERB
ཐོགས་པ་	ཐོགས་པ་	VERB
མེད་	མེད་	VERB
དང་	དང་	NO_POS
དེ་	སྟེ་	PART
།།		PUNCT
གཞི་མེད་	གཞི་མེད་	ADJ
འགྲོ་མེད་	འགྲོ་མེད་	NO_POS
སྐྱེ་	སྐྱེ་	NOUN
མེད་	མེད་	VERB
དང་	དང་	NO_POS
།།		PUNCT
		
དེ་བཞིན་ཉིད་	དེ་བཞིན་ཉིད་	NOUN
ནི་	ནི་	NO_POS
མི་	མི་	PART
དམིགས་	དམིགས་	VERB
དང་	དང་	NO_POS
།།		PUNCT
ངོ་བོ་	ངོ་བོ་	NOUN
ཉིད་	ཉིད་	DET
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
བདག་ཉིད་	བདག་ཉིད་	NOUN
།།		PUNCT
མཚོན་བྱ་	མཚོན་བྱ་	OTHER
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
མཚོན་པ་	མཚོན་པ་	VERB
ས་	གིས་	PART
ན་	ལ་	PART
།།		PUNCT
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
ར་	ལ་	PART
བཞེད་པ་	བཞེད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
བཞི་པ་	བཞི་པ་	ADJ
ཐར་པ་	ཐར་པ་	VERB
ཆ་	ཆ་	NOUN
མཐུན་	མཐུན་	VERB
ལ་	ལ་	PART
གཉིས་	གཉིས་	NUM
།		PUNCT
མདོ་	མདོ་	NOUN
ར་	ལ་	PART
བསྟན་	བསྟན་	VERB
དང་	དང་	NO_POS
།		PUNCT
རྒྱས་བཤད་	རྒྱས་བཤད་	NOUN
དོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
མདོ་	མདོ་	NOUN
ར་	ལ་	PART
བསྟན་	བསྟན་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
མཚན་མེད་	མཚན་མེད་	ADJ
རབ་ཏུ་	རབ་ཏུ་	NO_POS
སྦྱིན་	སྦྱིན་	VERB
ལ་སོགས་	ལ་སོགས་	NO_POS
།།		PUNCT
ཡང་དག་	ཡང་དག་	ADJ
སྒྲུབ་	སྒྲུབ་	VERB
ལ་	ལ་	PART
མཁས་པ་	མཁས་པ་	VERB
ནི་	ནི་	NO_POS
།།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
རྟོགས་	རྟོགས་	VERB
འདི་	འདི་	DET
ལ་	ལ་	PART
།།		PUNCT
ཐར་པ་	ཐར་པ་	VERB
འི་	གི་	PART
ཆ་	ཆ་	NOUN
དང་	དང་	NO_POS
མཐུན་པ་	མཐུན་པ་	VERB
ར་	ལ་	PART
འདོད་	འདོད་	VERB
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
སོགས་	སོགས་	DET
དམིགས་	དམིགས་	VERB
དད་པ་	དད་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
སྦྱིན་	སྦྱིན་	VERB
སོགས་	སོགས་	DET
སྤྱོད་ཡུལ་	སྤྱོད་ཡུལ་	NOUN
བརྩོན་འགྲུས་	བརྩོན་འགྲུས་	NOUN
དང་	དང་	NO_POS
།།		PUNCT
བསམ་པ་	བསམ་པ་	VERB
ཕུན་ཚོགས་	ཕུན་ཚོགས་	ADJ
དྲན་པ་	དྲན་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
མི་	མི་	PART
རྟོག་	རྟོག་	VERB
ཏིང་འཛིན་	ཏིང་འཛིན་	NOUN
དང་	དང་	NO_POS
།།		PUNCT
		
ཆོ་	ཆོ་	NOUN
རྣམས་	རྣམས་	DET
རྣམ་པ་	རྣམ་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་	ལ་	PART
།།		PUNCT
ཤེས་པ་	ཤེས་པ་	VERB
འི་	གི་	PART
ཤེས་རབ་	ཤེས་རབ་	NOUN
དང་	དང་	NO_POS
རྣམ་	རྣམ་	NOUN
ལྔ་	ལྔ་	NUM
།།		PUNCT
རྫོགས་པ་	རྫོགས་པ་	VERB
འི་	གི་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
རྣོན་པོ་	རྣོན་པོ་	ADJ
ཡི་	གིས་	PART
།།		PUNCT
རྟོགས་	རྟོགས་	VERB
སླ་	སླ་	VERB
རྟུལ་པོ་	རྟུལ་པོ་	ADJ
ས་	གིས་	PART
རྟོཌ་		NON_WORD
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
བཞེད་	བཞེད་	VERB
།།		PUNCT
		
ཅེས་	ཅེས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
